age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
working adult,Private,10th,Never-married,Other-service,Not-in-family,White,Female,part-time,Ecuador,<=50K
working adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,overtime,United-States,>50K
working adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,full-time,United-States,>50K
working adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,overtime,United-States,>50K
young adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,full-time,United-States,>50K
working adult,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,9th,Married-civ-spouse,Other-service,Husband,White,Male,full-time,Dominican-Republic,<=50K
working adult,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Divorced,Other-service,Unmarried,Black,Female,full-time,United-States,<=50K
young adult,Private,10th,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,full-time,United-States,>50K
working adult,Federal-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,part-time,United-States,<=50K
working adult,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,overtime,United-States,<=50K
working adult,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,full-time,United-States,<=50K
working adult,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,overtime,Germany,<=50K
young adult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,Assoc-acdm,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Assoc-voc,Never-married,Transport-moving,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Private,Masters,Divorced,Sales,Not-in-family,White,Female,part-time,United-States,<=50K
working adult,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Local-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,Mexico,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,full-time,United-States,>50K
working adult,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,full-time,Mexico,<=50K
working adult,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,Other-relative,White,Female,part-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,part-time,United-States,<=50K
working adult,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,overtime,United-States,<=50K
working adult,Self-emp-not-inc,9th,Never-married,Craft-repair,Not-in-family,White,Male,part-time,United-States,<=50K
working adult,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,overtime,United-States,<=50K
retirement,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,overtime,United-States,>50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
young adult,Private,7th-8th,Never-married,Farming-fishing,Unmarried,White,Male,full-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,full-time,United-States,>50K
young adult,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,Black,Female,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,full-time,United-States,>50K
working adult,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,overtime,United-States,<=50K
working adult,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,11th,Divorced,Machine-op-inspct,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,overtime,United-States,<=50K
young adult,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Male,overtime,United-States,>50K
working adult,Private,HS-grad,Never-married,Sales,Unmarried,White,Male,overtime,United-States,>50K
young adult,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Male,part-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Sales,Own-child,White,Female,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,part-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,full-time,Mexico,<=50K
working adult,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,Male,full-time,United-States,<=50K
working adult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,overtime,United-States,>50K
young adult,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,overtime,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,full-time,United-States,<=50K
young adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,part-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,Some-college,Separated,Machine-op-inspct,Not-in-family,White,Male,overtime,United-States,>50K
young adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,<=50K
young adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,<=50K
young adult,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,White,Female,overtime,United-States,<=50K
young adult,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,full-time,United-States,<=50K
young adult,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,overtime,United-States,<=50K
young adult,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,part-time,United-States,<=50K
retirement,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
young adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,part-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Separated,Machine-op-inspct,Own-child,Black,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Male,full-time,United-States,<=50K
working adult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,>50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,overtime,United-States,<=50K
retirement,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,full-time,United-States,>50K
working adult,Private,7th-8th,Divorced,Tech-support,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,overtime,United-States,<=50K
retirement,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,part-time,China,>50K
working adult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,overtime,United-States,>50K
working adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
working adult,Private,7th-8th,Never-married,Sales,Other-relative,White,Male,overtime,Guatemala,<=50K
working adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,full-time,United-States,>50K
working adult,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,full-time,United-States,<=50K
retirement,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,full-time,Vietnam,<=50K
working adult,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,overtime,United-States,<=50K
working adult,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,overtime,United-States,<=50K
working adult,State-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,full-time,Mexico,>50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,overtime,United-States,>50K
young adult,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,part-time,United-States,<=50K
working adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,full-time,United-States,<=50K
working adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,part-time,United-States,<=50K
working adult,Private,Doctorate,Never-married,Adm-clerical,Own-child,White,Female,full-time,United-States,<=50K
young adult,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,full-time,United-States,<=50K
working adult,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,full-time,United-States,>50K
working adult,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,full-time,United-States,<=50K
working adult,Private,Assoc-voc,Divorced,Craft-repair,Own-child,White,Male,overtime,United-States,<=50K
young adult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,full-time,United-States,<=50K
working adult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,part-time,United-States,<=50K
